"Leading Cancer Sites"	"Leading Cancer Sites Code"	"Age Group"	"Age Group Code"	"Sex"	"Sex Code"	"Race"	"Race Code"	"Year"	"Year Code"	Count	Population	Crude Rate
	"All Sites Combined"	"00"	"30-34 years"	"30-34"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	5611	8059086	69.6
	"All Sites Combined"	"00"	"30-34 years"	"30-34"	"Male"	"M"	"White"	"2106-3"	"2005"	"2005"	5415	7833330	69.1
	"All Sites Combined"	"00"	"30-34 years"	"30-34"	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	5245	7630724	68.7
	"All Sites Combined"	"00"	"30-34 years"	"30-34"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	5214	7562270	68.9
	"All Sites Combined"	"00"	"30-34 years"	"30-34"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	5450	7606628	71.6
	"All Sites Combined"	"00"	"30-34 years"	"30-34"	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	5464	7718113	70.8
	"All Sites Combined"	"00"	"30-34 years"	"30-34"	"Male"	"M"	"White"	"2106-3"	"2010"	"2010"	5456	7860654	69.4
	"All Sites Combined"	"00"	"30-34 years"	"30-34"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	5420	7950924	68.2
	"All Sites Combined"	"00"	"35-39 years"	"35-39"	"Female"	"F"	"White"	"2106-3"	"1999"	"1999"	14111	8496159	166.1
	"All Sites Combined"	"00"	"35-39 years"	"35-39"	"Female"	"F"	"White"	"2106-3"	"2000"	"2000"	14434	8555275	168.7
	"All Sites Combined"	"00"	"35-39 years"	"35-39"	"Female"	"F"	"White"	"2106-3"	"2001"	"2001"	14230	8270672	172.1
	"All Sites Combined"	"00"	"35-39 years"	"35-39"	"Female"	"F"	"White"	"2106-3"	"2002"	"2002"	13968	8137832	171.6
	"All Sites Combined"	"00"	"35-39 years"	"35-39"	"Female"	"F"	"White"	"2106-3"	"2003"	"2003"	14376	8267650	173.9
	"All Sites Combined"	"00"	"35-39 years"	"35-39"	"Female"	"F"	"White"	"2106-3"	"2004"	"2004"	14597	8241429	177.1
	"All Sites Combined"	"00"	"35-39 years"	"35-39"	"Female"	"F"	"White"	"2106-3"	"2005"	"2005"	14751	8170943	180.5
	"All Sites Combined"	"00"	"35-39 years"	"35-39"	"Female"	"F"	"White"	"2106-3"	"2006"	"2006"	14943	8202400	182.2
	"All Sites Combined"	"00"	"35-39 years"	"35-39"	"Female"	"F"	"White"	"2106-3"	"2007"	"2007"	15170	8162970	185.8
	"All Sites Combined"	"00"	"35-39 years"	"35-39"	"Female"	"F"	"White"	"2106-3"	"2008"	"2008"	15295	8064097	189.7
	"All Sites Combined"	"00"	"35-39 years"	"35-39"	"Female"	"F"	"White"	"2106-3"	"2009"	"2009"	15181	7900598	192.2
	"All Sites Combined"	"00"	"35-39 years"	"35-39"	"Female"	"F"	"White"	"2106-3"	"2010"	"2010"	14388	7697830	186.9
	"All Sites Combined"	"00"	"35-39 years"	"35-39"	"Female"	"F"	"White"	"2106-3"	"2011"	"2011"	13795	7403447	186.3
	"All Sites Combined"	"00"	"35-39 years"	"35-39"	"Male"	"M"	"White"	"2106-3"	"1999"	"1999"	7820	8627908	90.6
	"All Sites Combined"	"00"	"35-39 years"	"35-39"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	8212	8693407	94.5
	"All Sites Combined"	"00"	"35-39 years"	"35-39"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	7971	8423778	94.6
	"All Sites Combined"	"00"	"35-39 years"	"35-39"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	7868	8286713	94.9
	"All Sites Combined"	"00"	"35-39 years"	"35-39"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	7980	8429052	94.7
	"All Sites Combined"	"00"	"35-39 years"	"35-39"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	7972	8424555	94.6
	"All Sites Combined"	"00"	"35-39 years"	"35-39"	"Male"	"M"	"White"	"2106-3"	"2005"	"2005"	7987	8365254	95.5
	"All Sites Combined"	"00"	"35-39 years"	"35-39"	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	7968	8393093	94.9
	"All Sites Combined"	"00"	"35-39 years"	"35-39"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	7942	8354550	95.1
	"All Sites Combined"	"00"	"35-39 years"	"35-39"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	8062	8241457	97.8
	"All Sites Combined"	"00"	"35-39 years"	"35-39"	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	7738	8063408	96.0
	"All Sites Combined"	"00"	"35-39 years"	"35-39"	"Male"	"M"	"White"	"2106-3"	"2010"	"2010"	7605	7847313	96.9
	"All Sites Combined"	"00"	"35-39 years"	"35-39"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	7187	7557263	95.1
	"All Sites Combined"	"00"	"40-44 years"	"40-44"	"Female"	"F"	"White"	"2106-3"	"1999"	"1999"	22821	8367890	272.7
	"All Sites Combined"	"00"	"40-44 years"	"40-44"	"Female"	"F"	"White"	"2106-3"	"2000"	"2000"	24055	8647523	278.2
	"All Sites Combined"	"00"	"40-44 years"	"40-44"	"Female"	"F"	"White"	"2106-3"	"2001"	"2001"	24527	8669155	282.9
	"All Sites Combined"	"00"	"40-44 years"	"40-44"	"Female"	"F"	"White"	"2106-3"	"2002"	"2002"	24694	8765865	281.7
	"All Sites Combined"	"00"	"40-44 years"	"40-44"	"Female"	"F"	"White"	"2106-3"	"2003"	"2003"	25876	9118975	283.8
	"All Sites Combined"	"00"	"40-44 years"	"40-44"	"Female"	"F"	"White"	"2106-3"	"2004"	"2004"	26641	9281441	287.0
	"All Sites Combined"	"00"	"40-44 years"	"40-44"	"Female"	"F"	"White"	"2106-3"	"2005"	"2005"	26586	9151033	290.5
	"All Sites Combined"	"00"	"40-44 years"	"40-44"	"Female"	"F"	"White"	"2106-3"	"2006"	"2006"	26391	8928994	295.6
	"All Sites Combined"	"00"	"40-44 years"	"40-44"	"Female"	"F"	"White"	"2106-3"	"2007"	"2007"	25841	8692790	297.3
	"All Sites Combined"	"00"	"40-44 years"	"40-44"	"Female"	"F"	"White"	"2106-3"	"2008"	"2008"	25259	8455799	298.7
	"All Sites Combined"	"00"	"40-44 years"	"40-44"	"Female"	"F"	"White"	"2106-3"	"2009"	"2009"	25039	8256044	303.3
	"All Sites Combined"	"00"	"40-44 years"	"40-44"	"Female"	"F"	"White"	"2106-3"	"2010"	"2010"	24192	8186287	295.5
	"All Sites Combined"	"00"	"40-44 years"	"40-44"	"Female"	"F"	"White"	"2106-3"	"2011"	"2011"	23856	8142049	293.0
	"All Sites Combined"	"00"	"40-44 years"	"40-44"	"Male"	"M"	"White"	"2106-3"	"1999"	"1999"	12473	8397751	148.5
	"All Sites Combined"	"00"	"40-44 years"	"40-44"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	13074	8689729	150.5
	"All Sites Combined"	"00"	"40-44 years"	"40-44"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	13605	8714948	156.1
	"All Sites Combined"	"00"	"40-44 years"	"40-44"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	13754	8813213	156.1
	"All Sites Combined"	"00"	"40-44 years"	"40-44"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	14098	9157376	154.0
	"All Sites Combined"	"00"	"40-44 years"	"40-44"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	14513	9322774	155.7
	"All Sites Combined"	"00"	"40-44 years"	"40-44"	"Male"	"M"	"White"	"2106-3"	"2005"	"2005"	14603	9190491	158.9
	"All Sites Combined"	"00"	"40-44 years"	"40-44"	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	14436	8988413	160.6
	"All Sites Combined"	"00"	"40-44 years"	"40-44"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	13816	8760186	157.7
	"All Sites Combined"	"00"	"40-44 years"	"40-44"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	13644	8546125	159.7
	"All Sites Combined"	"00"	"40-44 years"	"40-44"	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	13138	8362892	157.1
	"All Sites Combined"	"00"	"40-44 years"	"40-44"	"Male"	"M"	"White"	"2106-3"	"2010"	"2010"	12631	8309445	152.0
	"All Sites Combined"	"00"	"40-44 years"	"40-44"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	12388	8259215	150.0
	"All Sites Combined"	"00"	"45-49 years"	"45-49"	"Female"	"F"	"White"	"2106-3"	"1999"	"1999"	31326	7531830	415.9
	"All Sites Combined"	"00"	"45-49 years"	"45-49"	"Female"	"F"	"White"	"2106-3"	"2000"	"2000"	33225	7899031	420.6
	"All Sites Combined"	"00"	"45-49 years"	"45-49"	"Female"	"F"	"White"	"2106-3"	"2001"	"2001"	33871	7993396	423.7
	"All Sites Combined"	"00"	"45-49 years"	"45-49"	"Female"	"F"	"White"	"2106-3"	"2002"	"2002"	34674	8270098	419.3
	"All Sites Combined"	"00"	"45-49 years"	"45-49"	"Female"	"F"	"White"	"2106-3"	"2003"	"2003"	37268	8793006	423.8
	"All Sites Combined"	"00"	"45-49 years"	"45-49"	"Female"	"F"	"White"	"2106-3"	"2004"	"2004"	39332	9084319	433.0
	"All Sites Combined"	"00"	"45-49 years"	"45-49"	"Female"	"F"	"White"	"2106-3"	"2005"	"2005"	40248	9187069	438.1
	"All Sites Combined"	"00"	"45-49 years"	"45-49"	"Female"	"F"	"White"	"2106-3"	"2006"	"2006"	41226	9289991	443.8
	"All Sites Combined"	"00"	"45-49 years"	"45-49"	"Female"	"F"	"White"	"2106-3"	"2007"	"2007"	41263	9291229	444.1
	"All Sites Combined"	"00"	"45-49 years"	"45-49"	"Female"	"F"	"White"	"2106-3"	"2008"	"2008"	41839	9264051	451.6
	"All Sites Combined"	"00"	"45-49 years"	"45-49"	"Female"	"F"	"White"	"2106-3"	"2009"	"2009"	41989	9240561	454.4
	"All Sites Combined"	"00"	"45-49 years"	"45-49"	"Female"	"F"	"White"	"2106-3"	"2010"	"2010"	39816	9110009	437.1
	"All Sites Combined"	"00"	"45-49 years"	"45-49"	"Female"	"F"	"White"	"2106-3"	"2011"	"2011"	38708	8789205	440.4
	"All Sites Combined"	"00"	"45-49 years"	"45-49"	"Male"	"M"	"White"	"2106-3"	"1999"	"1999"	19976	7451625	268.1
	"All Sites Combined"	"00"	"45-49 years"	"45-49"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	21738	7828428	277.7
	"All Sites Combined"	"00"	"45-49 years"	"45-49"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	22142	7928042	279.3
	"All Sites Combined"	"00"	"45-49 years"	"45-49"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	23323	8199679	284.4
	"All Sites Combined"	"00"	"45-49 years"	"45-49"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	24633	8725986	282.3
	"All Sites Combined"	"00"	"45-49 years"	"45-49"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	25758	9021569	285.5
	"All Sites Combined"	"00"	"45-49 years"	"45-49"	"Male"	"M"	"White"	"2106-3"	"2005"	"2005"	26096	9133814	285.7
	"All Sites Combined"	"00"	"45-49 years"	"45-49"	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	26406	9238647	285.8
	"All Sites Combined"	"00"	"45-49 years"	"45-49"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	27123	9248464	293.3
	"All Sites Combined"	"00"	"45-49 years"	"45-49"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	27417	9216719	297.5
	"All Sites Combined"	"00"	"45-49 years"	"45-49"	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	26919	9196447	292.7
	"All Sites Combined"	"00"	"45-49 years"	"45-49"	"Male"	"M"	"White"	"2106-3"	"2010"	"2010"	25378	9069277	279.8
	"All Sites Combined"	"00"	"45-49 years"	"45-49"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	24193	8766225	276.0
	"All Sites Combined"	"00"	"50-54 years"	"50-54"	"Female"	"F"	"White"	"2106-3"	"1999"	"1999"	40282	6615063	608.9
	"All Sites Combined"	"00"	"50-54 years"	"50-54"	"Female"	"F"	"White"	"2106-3"	"2000"	"2000"	42977	7083016	606.8
	"All Sites Combined"	"00"	"50-54 years"	"50-54"	"Female"	"F"	"White"	"2106-3"	"2001"	"2001"	44457	7358964	604.1
	"All Sites Combined"	"00"	"50-54 years"	"50-54"	"Female"	"F"	"White"	"2106-3"	"2002"	"2002"	44312	7405650	598.4
	"All Sites Combined"	"00"	"50-54 years"	"50-54"	"Female"	"F"	"White"	"2106-3"	"2003"	"2003"	46115	7867072	586.2
	"All Sites Combined"	"00"	"50-54 years"	"50-54"	"Female"	"F"	"White"	"2106-3"	"2004"	"2004"	47904	8208935	583.6
	"All Sites Combined"	"00"	"50-54 years"	"50-54"	"Female"	"F"	"White"	"2106-3"	"2005"	"2005"	49453	8398979	588.8
	"All Sites Combined"	"00"	"50-54 years"	"50-54"	"Female"	"F"	"White"	"2106-3"	"2006"	"2006"	50801	8577514	592.3
	"All Sites Combined"	"00"	"50-54 years"	"50-54"	"Female"	"F"	"White"	"2106-3"	"2007"	"2007"	52224	8783981	594.5
	"All Sites Combined"	"00"	"50-54 years"	"50-54"	"Female"	"F"	"White"	"2106-3"	"2008"	"2008"	54205	8952652	605.5
	"All Sites Combined"	"00"	"50-54 years"	"50-54"	"Female"	"F"	"White"	"2106-3"	"2009"	"2009"	55129	9068059	607.9
	"All Sites Combined"	"00"	"50-54 years"	"50-54"	"Female"	"F"	"White"	"2106-3"	"2010"	"2010"	54531	9173486	594.4
	"All Sites Combined"	"00"	"50-54 years"	"50-54"	"Female"	"F"	"White"	"2106-3"	"2011"	"2011"	54256	9173488	591.4
	"All Sites Combined"	"00"	"50-54 years"	"50-54"	"Male"	"M"	"White"	"2106-3"	"1999"	"1999"	33313	6453297	516.2
	"All Sites Combined"	"00"	"50-54 years"	"50-54"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	37169	6922966	536.9
	"All Sites Combined"	"00"	"50-54 years"	"50-54"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	39425	7194113	548.0
	"All Sites Combined"	"00"	"50-54 years"	"50-54"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	40127	7245524	553.8
	"All Sites Combined"	"00"	"50-54 years"	"50-54"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	41564	7690583	540.5
	"All Sites Combined"	"00"	"50-54 years"	"50-54"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	44290	8020640	552.2
	"All Sites Combined"	"00"	"50-54 years"	"50-54"	"Male"	"M"	"White"	"2106-3"	"2005"	"2005"	45155	8212985	549.8
	"All Sites Combined"	"00"	"50-54 years"	"50-54"	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	46853	8391808	558.3
	"All Sites Combined"	"00"	"50-54 years"	"50-54"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	49217	8591685	572.8
	"All Sites Combined"	"00"	"50-54 years"	"50-54"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	49514	8769266	564.6
	"All Sites Combined"	"00"	"50-54 years"	"50-54"	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	50328	8890389	566.1
	"All Sites Combined"	"00"	"50-54 years"	"50-54"	"Male"	"M"	"White"	"2106-3"	"2010"	"2010"	48884	9004016	542.9
	"All Sites Combined"	"00"	"50-54 years"	"50-54"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	48260	9004383	536.0
	"All Sites Combined"	"00"	"55-59 years"	"55-59"	"Female"	"F"	"White"	"2106-3"	"1999"	"1999"	44580	5220125	854.0
	"All Sites Combined"	"00"	"55-59 years"	"55-59"	"Female"	"F"	"White"	"2106-3"	"2000"	"2000"	47230	5538348	852.8
	"All Sites Combined"	"00"	"55-59 years"	"55-59"	"Female"	"F"	"White"	"2106-3"	"2001"	"2001"	49370	5643802	874.8
	"All Sites Combined"	"00"	"55-59 years"	"55-59"	"Female"	"F"	"White"	"2106-3"	"2002"	"2002"	51718	6168619	838.4
	"All Sites Combined"	"00"	"55-59 years"	"55-59"	"Female"	"F"	"White"	"2106-3"	"2003"	"2003"	54157	6714697	806.5
	"All Sites Combined"	"00"	"55-59 years"	"55-59"	"Female"	"F"	"White"	"2106-3"	"2004"	"2004"	56829	7172163	792.4
	"All Sites Combined"	"00"	"55-59 years"	"55-59"	"Female"	"F"	"White"	"2106-3"	"2005"	"2005"	59482	7514387	791.6
	"All Sites Combined"	"00"	"55-59 years"	"55-59"	"Female"	"F"	"White"	"2106-3"	"2006"	"2006"	61976	7873207	787.2
	"All Sites Combined"	"00"	"55-59 years"	"55-59"	"Female"	"F"	"White"	"2106-3"	"2007"	"2007"	61485	7843504	783.9
	"All Sites Combined"	"00"	"55-59 years"	"55-59"	"Female"	"F"	"White"	"2106-3"	"2008"	"2008"	62196	7970448	780.3
	"All Sites Combined"	"00"	"55-59 years"	"55-59"	"Female"	"F"	"White"	"2106-3"	"2009"	"2009"	63438	8146903	778.7
	"All Sites Combined"	"00"	"55-59 years"	"55-59"	"Female"	"F"	"White"	"2106-3"	"2010"	"2010"	63328	8342211	759.1
	"All Sites Combined"	"00"	"55-59 years"	"55-59"	"Female"	"F"	"White"	"2106-3"	"2011"	"2011"	64210	8439870	760.8
	"All Sites Combined"	"00"	"55-59 years"	"55-59"	"Male"	"M"	"White"	"2106-3"	"1999"	"1999"	47963	4956823	967.6
	"All Sites Combined"	"00"	"55-59 years"	"55-59"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	51595	5269829	979.1
	"All Sites Combined"	"00"	"55-59 years"	"55-59"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	53413	5381669	992.5
	"All Sites Combined"	"00"	"55-59 years"	"55-59"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	58720	5905643	994.3
	"All Sites Combined"	"00"	"55-59 years"	"55-59"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	61210	6444155	949.9
	"All Sites Combined"	"00"	"55-59 years"	"55-59"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	64787	6894326	939.7
	"All Sites Combined"	"00"	"55-59 years"	"55-59"	"Male"	"M"	"White"	"2106-3"	"2005"	"2005"	67655	7229137	935.9
	"All Sites Combined"	"00"	"55-59 years"	"55-59"	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	72210	7569925	953.9
	"All Sites Combined"	"00"	"55-59 years"	"55-59"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	73304	7539099	972.3
	"All Sites Combined"	"00"	"55-59 years"	"55-59"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	72537	7650534	948.1
	"All Sites Combined"	"00"	"55-59 years"	"55-59"	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	72274	7813502	925.0
	"All Sites Combined"	"00"	"55-59 years"	"55-59"	"Male"	"M"	"White"	"2106-3"	"2010"	"2010"	71864	8006650	897.6
	"All Sites Combined"	"00"	"55-59 years"	"55-59"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	71939	8101629	888.0
	"All Sites Combined"	"00"	"60-64 years "	"60-64"	"Female"	"F"	"White"	"2106-3"	"1999"	"1999"	48853	4337978	1126.2
	"All Sites Combined"	"00"	"60-64 years "	"60-64"	"Female"	"F"	"White"	"2106-3"	"2000"	"2000"	51210	4503473	1137.1
	"All Sites Combined"	"00"	"60-64 years "	"60-64"	"Female"	"F"	"White"	"2106-3"	"2001"	"2001"	52132	4584041	1137.2
	"All Sites Combined"	"00"	"60-64 years "	"60-64"	"Female"	"F"	"White"	"2106-3"	"2002"	"2002"	53989	4785271	1128.2
	"All Sites Combined"	"00"	"60-64 years "	"60-64"	"Female"	"F"	"White"	"2106-3"	"2003"	"2003"	56826	5292181	1073.8
	"All Sites Combined"	"00"	"60-64 years "	"60-64"	"Female"	"F"	"White"	"2106-3"	"2004"	"2004"	60287	5630701	1070.7
	"All Sites Combined"	"00"	"60-64 years "	"60-64"	"Female"	"F"	"White"	"2106-3"	"2005"	"2005"	62396	5809266	1074.1
	"All Sites Combined"	"00"	"60-64 years "	"60-64"	"Female"	"F"	"White"	"2106-3"	"2006"	"2006"	63751	5964601	1068.8
	"All Sites Combined"	"00"	"60-64 years "	"60-64"	"Female"	"F"	"White"	"2106-3"	"2007"	"2007"	69000	6461378	1067.9
	"All Sites Combined"	"00"	"60-64 years "	"60-64"	"Female"	"F"	"White"	"2106-3"	"2008"	"2008"	71447	6717304	1063.6
	"All Sites Combined"	"00"	"60-64 years "	"60-64"	"Female"	"F"	"White"	"2106-3"	"2009"	"2009"	74016	7022922	1053.9
	"All Sites Combined"	"00"	"60-64 years "	"60-64"	"Female"	"F"	"White"	"2106-3"	"2010"	"2010"	75175	7358943	1021.5
	"All Sites Combined"	"00"	"60-64 years "	"60-64"	"Female"	"F"	"White"	"2106-3"	"2011"	"2011"	76684	7628498	1005.2
	"All Sites Combined"	"00"	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	"1999"	"1999"	63002	3988128	1579.7
	"All Sites Combined"	"00"	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	65952	4150453	1589.0
	"All Sites Combined"	"00"	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	67855	4231185	1603.7
	"All Sites Combined"	"00"	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	71041	4428383	1604.2
	"All Sites Combined"	"00"	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	75277	4912074	1532.5
	"All Sites Combined"	"00"	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	79366	5233537	1516.5
	"All Sites Combined"	"00"	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	"2005"	"2005"	81353	5414977	1502.4
	"All Sites Combined"	"00"	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	85396	5575210	1531.7
	"All Sites Combined"	"00"	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	92537	6063973	1526.0
	"All Sites Combined"	"00"	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	93024	6321415	1471.6
	"All Sites Combined"	"00"	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	94912	6620095	1433.7
	"All Sites Combined"	"00"	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	"2010"	"2010"	94282	6943071	1357.9
	"All Sites Combined"	"00"	"60-64 years "	"60-64"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	95613	7183960	1330.9
	"All Sites Combined"	"00"	"65-69 years"	"65-69"	"Female"	"F"	"White"	"2106-3"	"1999"	"1999"	58463	4030055	1450.7
	"All Sites Combined"	"00"	"65-69 years"	"65-69"	"Female"	"F"	"White"	"2106-3"	"2000"	"2000"	59054	4104281	1438.8
	"All Sites Combined"	"00"	"65-69 years"	"65-69"	"Female"	"F"	"White"	"2106-3"	"2001"	"2001"	59572	4073462	1462.4
	"All Sites Combined"	"00"	"65-69 years"	"65-69"	"Female"	"F"	"White"	"2106-3"	"2002"	"2002"	59141	4110048	1438.9
	"All Sites Combined"	"00"	"65-69 years"	"65-69"	"Female"	"F"	"White"	"2106-3"	"2003"	"2003"	61262	4368759	1402.3
	"All Sites Combined"	"00"	"65-69 years"	"65-69"	"Female"	"F"	"White"	"2106-3"	"2004"	"2004"	63544	4565910	1391.7
	"All Sites Combined"	"00"	"65-69 years"	"65-69"	"Female"	"F"	"White"	"2106-3"	"2005"	"2005"	65023	4635936	1402.6
	"All Sites Combined"	"00"	"65-69 years"	"65-69"	"Female"	"F"	"White"	"2106-3"	"2006"	"2006"	66932	4750192	1409.0
	"All Sites Combined"	"00"	"65-69 years"	"65-69"	"Female"	"F"	"White"	"2106-3"	"2007"	"2007"	70280	4930666	1425.4
	"All Sites Combined"	"00"	"65-69 years"	"65-69"	"Female"	"F"	"White"	"2106-3"	"2008"	"2008"	74090	5211458	1421.7
	"All Sites Combined"	"00"	"65-69 years"	"65-69"	"Female"	"F"	"White"	"2106-3"	"2009"	"2009"	76909	5426766	1417.2
	"All Sites Combined"	"00"	"65-69 years"	"65-69"	"Female"	"F"	"White"	"2106-3"	"2010"	"2010"	77148	5603437	1376.8
	"All Sites Combined"	"00"	"65-69 years"	"65-69"	"Female"	"F"	"White"	"2106-3"	"2011"	"2011"	78607	5689718	1381.6
	"All Sites Combined"	"00"	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	"1999"	"1999"	84100	3511645	2394.9
	"All Sites Combined"	"00"	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	84996	3592923	2365.7
	"All Sites Combined"	"00"	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	85407	3581339	2384.8
	"All Sites Combined"	"00"	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	85673	3628228	2361.3
	"All Sites Combined"	"00"	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	87558	3877865	2257.9
	"All Sites Combined"	"00"	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	91179	4070354	2240.1
	"All Sites Combined"	"00"	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	"2005"	"2005"	92031	4149303	2218.0
	"All Sites Combined"	"00"	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	96257	4262721	2258.1
	"All Sites Combined"	"00"	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	101316	4437014	2283.4
	"All Sites Combined"	"00"	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	102974	4703997	2189.1
	"All Sites Combined"	"00"	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	104496	4907092	2129.5
	"All Sites Combined"	"00"	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	"2010"	"2010"	103543	5085015	2036.2
	"All Sites Combined"	"00"	"65-69 years"	"65-69"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	104050	5178255	2009.4
	"All Sites Combined"	"00"	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	"1999"	"1999"	69081	4010018	1722.7
	"All Sites Combined"	"00"	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	"2000"	"2000"	69372	4057378	1709.8
	"All Sites Combined"	"00"	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	"2001"	"2001"	68750	3989844	1723.1
	"All Sites Combined"	"00"	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	"2002"	"2002"	67858	3958794	1714.1
	"All Sites Combined"	"00"	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	"2003"	"2003"	67832	4063739	1669.2
	"All Sites Combined"	"00"	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	"2004"	"2004"	67929	4085761	1662.6
	"All Sites Combined"	"00"	"70-74 years"	"70-74"	"Female"	"F"	"White"	"2106-3"	"2005"	"2005"	67460	4059036	1662.0
